0	0
824020	0.25
891835	0.25
867923	0.25
11342	0.25
1	0
223236	0.1
53051	0.1
276233	0.1
552600	0.1
569212	0.1
635575	0.1
748615	0.1
862566	0.1
203402	0.1
893884	0.1
2	0
30957	0.0909091
357310	0.0909091
423174	0.0909091
430119	0.0909091
462435	0.0909091
472889	0.0909091
565424	0.0909091
581609	0.0909091
597621	0.0909091
644135	0.0909091
858904	0.0909091
3	0
456686	0.1
87562	0.1
262285	0.1
812470	0.1
718023	0.1
290424	0.1
789669	0.1
298887	0.1
131116	0.1
449136	0.1
4	0
62391	0.142857
44695	0.142857
79146	0.142857
173976	0.142857
670449	0.142857
746182	0.142857
795253	0.142857
5	0
219773	0.142857
39733	0.142857
300279	0.142857
535142	0.142857
579655	0.142857
581741	0.142857
608321	0.142857
6	0
119755	0.333333
188708	0.333333
668992	0.333333
7	0
226374	0.0625
19576	0.0625
43343	0.0625
57818	0.0625
75039	0.0625
86833	0.0625
174836	0.0625
230497	0.0625
358176	0.0625
487767	0.0625
507854	0.0625
514170	0.0625
694921	0.0625
743269	0.0625
747035	0.0625
877041	0.0625
8	0
55948	0.5
846855	0.5
9	0
704303	0.25
721062	0.25
780043	0.25
504263	0.25
10	0
129774	0.0909091
49988	0.0909091
85506	0.0909091
134964	0.0909091
181848	0.0909091
194746	0.0909091
310676	0.0909091
332640	0.0909091
393685	0.0909091
556796	0.0909091
826668	0.0909091
11	0
400675	0.0909091
42021	0.0909091
75364	0.0909091
105322	0.0909091
160306	0.0909091
216203	0.0909091
280605	0.0909091
360442	0.0909091
579432	0.0909091
852008	0.0909091
881590	0.0909091
12	0
844958	1
13	0
756408	0.0588235
104279	0.0588235
143673	0.0588235
257316	0.0588235
298314	0.0588235
317571	0.0588235
379868	0.0588235
487593	0.0588235
514176	0.0588235
677378	0.0588235
806291	0.0588235
832457	0.0588235
834531	0.0588235
845262	0.0588235
876328	0.0588235
908351	0.0588235
909316	0.0588235
14	0
904943	0.5
174736	0.5
15	0
422877	0.05
16586	0.05
43847	0.05
44788	0.05
99387	0.05
130698	0.05
268368	0.05
371984	0.05
390257	0.05
451817	0.05
460382	0.05
518054	0.05
567443	0.05
639906	0.05
661693	0.05
771890	0.05
795462	0.05
830774	0.05
859227	0.05
888999	0.05
16	0
644379	1
17	0
33881	0.0555556
40033	0.0555556
96828	0.0555556
116209	0.0555556
202339	0.0555556
501061	0.0555556
520215	0.0555556
546581	0.0555556
551829	0.0555556
590190	0.0555556
647961	0.0555556
691178	0.0555556
724847	0.0555556
725759	0.0555556
793999	0.0555556
859607	0.0555556
861125	0.0555556
876722	0.0555556
18	0
225879	0.142857
431311	0.142857
445245	0.142857
528720	0.142857
781983	0.142857
818382	0.142857
886971	0.142857
19	0
653863	0.333333
170194	0.333333
173976	0.333333
20	0
908351	0.5
7235	0.5
21	0
689371	0.0588235
117070	0.0588235
185067	0.0588235
212718	0.0588235
274149	0.0588235
425769	0.0588235
492643	0.0588235
504769	0.0588235
572100	0.0588235
602912	0.0588235
667688	0.0588235
